0,1
perihal,O
daerah,O
keistimewaan,O
",",O
menurut,O
Tjahjo,U-PERSON
terdapat,O
pada,O
BAB,O
tentang,O
Pemerintahan,O
Daerah,O
",",O
yang,O
terdiri,O
dari,O
tiga,O
pasal,O
",",O
yaitu,O
pasal,O
18,O
",",O
18A,O
dan,O
18B.,O
Pasal,O
18,O
adalah,O
lex,O
generalis,O
mengenai,O
pemerintahan,O
daerah,O
.,O
Sedangkan,O
Pasal,O
18B,O
lex,O
specialis,O
",",O
artinya,O
untuk,O
hal-hal,O
tentang,O
kekhususan,O
atau,O
keistimewaan,O
.,O
"\""",O
Ketentuan,O
pasal,O
ini,O
yang,O
menjadi,O
dasar,O
atau,O
pedoman,O
pembentukan,O
UU,O
yang,O
boleh,O
berbeda,O
dari,O
yang,O
lex,O
generalis,O
",",O
"\""",O
ucapnya,O
.,O
PolitikusPartai,O
Demokrat,L-ORGANIZATION
Ruhut,B-PERSON
Sitompul,L-PERSON
mengatakan,O
keputusannya,O
menjadi,O
bagian,O
dari,O
tim,O
sukses,O
pasangan,O
calon,O
presiden,O
Jokowi,O
-,O
Jusuf,O
Kalla,O
tak,O
akan,O
berpengaruh,O
terhadap,O
afiliasi,O
partainya,O
.,O
"\""",O
Demokrat,U-ORGANIZATION
memang,O
bukan,O
partai,O
yang,O
pertama,O
",",O
tapi,O
yang,O
terakhir,O
",",O
"\""",O
kataRuhutketika,O
dihubungi,O
Tempo,O
",",O
Senin,O
",",O
23,O
Juni,O
2014,O
.,O
Ruhut,U-PERSON
mengatakan,O
tak,O
ada,O
ambisi,O
politik,O
tertentu,O
terkait,O
dengan,O
dukungannya,O
kepada,O
calon,O
presiden,O
yang,O
sebelumnya,O
sering,O
dikritiknya,O
itu,O
.,O
"\""",O
Aku,O
mengalir,O
saja,O
hidup,O
aku,O
.,O
Aku,O
sudah,O
buktikan,O
aku,O
enggak,O
ngotot,O
.,O
Masak,O
",",O
belum,O
kerja,O
sudah,O
minta,O
jabatan,O
",",O
"\""",O
ujarnya,O
.,O
Sebelum,O
merapat,O
ke,O
kubu,O
Jokowi,O
-,O
JK,O
",",O
Ruhut,B-PERSON
Sitompul,L-PERSON
dikenal,O
kerap,O
mengkritik,O
Jokowi,U-PERSON
.,O
Saat,O
Jokowi,U-PERSON
menjadi,O
Gubernur,O
DKI,B-LOCATION
Jakarta,L-LOCATION
",",O
Ruhutsempat,O
menilainya,O
tak,O
mampu,O
mengatasi,O
sejumlah,O
penyakit,O
kronis,O
Ibu,O
Kota,O
.,O
GayaJokowiblusukan,O
pun,O
dinilai,O
Ruhuthanya,O
pencitraan,O
.,O
Dia,O
mengingatkan,O
agar,O
warga,O
tidak,O
mudah,O
terbius,O
oleh,O
gaya,O
kepemimpinan,O
Jokowi,U-PERSON
yang,O
gemar,O
blusukan,O
.,O
Ia,O
pun,O
sempat,O
mengatakanJokowi,O
tak,O
pantas,O
jadi,O
presiden,O
karena,O
tukang,O
mebel,O
.,O
Meski,O
demikian,O
",",O
Ruhutmengatakan,O
tak,O
ada,O
masalah,O
hubungan,O
dirinya,O
dengan,O
Jokowi,O
.,O
"\""",O
Hubungannya,O
baik,O
",",O
kalau,O
ketemu,O
kami,O
cipika-cipiki,O
",",O
"\""",O
ujarnya,O
.,O
Untuk,O
menunjukkan,O
dukungannya,O
",",O
Ruhut,U-PERSON
akan,O
berkampanye,O
bagi,O
Jokowi,U-PERSON
di,O
beberapa,O
daerah,O
",",O
seperti,O
Sulawesi,B-LOCATION
Utara,L-LOCATION
",",O
Sulawesi,B-LOCATION
Selatan,L-LOCATION
",",O
Medan,U-LOCATION
",",O
dan,O
Pekanbaru,U-LOCATION
.,O
Ruhut,U-PERSON
menyebutkan,O
dirinya,O
akan,O
menjadi,O
orator,O
dan,O
menyuarakan,O
isu,O
penegakan,O
hukum,O
.,O
Ketua,O
UmumPartai,O
Persatuan,I-ORGANIZATION
Pembangunan,I-ORGANIZATION
(,I-ORGANIZATION
PPP,I-ORGANIZATION
),L-ORGANIZATION
hasil,O
Muktamar,O
VIIISurabaya,O
",",O
M,O
Romahurmuziy,O
",",O
telah,O
menyatakan,O
mendukung,O
pemerintahan,O
presiden,O
dan,O
wakil,O
presiden,O
terpilih,O
Joko,O
Widodo,O
.,O
Meskipun,O
demikian,O
",",O
ia,O
belum,O
menyatakan,O
bahwa,O
PPP,U-ORGANIZATION
akan,O
beralih,O
koalisi,O
.,O
"\""",O
Yang,O
prinsip,O
bahwa,O
PPP,U-ORGANIZATION
mendukung,O
pemerintahan,O
Jokowi,O
-,O
JK,O
",",O
"\""",O
ujar,O
Romahurmuziy,U-PERSON
",",O
sebelum,O
masuk,O
ke,O
dalam,O
rumah,O
dinas,O
Jokowi,U-PERSON
",",O
Jalan,B-LOCATION
Taman,I-LOCATION
Surapati,L-LOCATION
",",O
Menteng,U-LOCATION
",",O
Jakarta,B-LOCATION
Pusat,L-LOCATION
",",O
Sabtu,B-TIME
(,I-TIME
18,I-TIME
/,I-TIME
10,I-TIME
/,I-TIME
2014,I-TIME
),L-TIME
.,O
Romahurmuziy,U-PERSON
",",O
Suharso,B-PERSON
Monoarfa,L-PERSON
",",O
beserta,O
anggota,O
Dewan,B-ORGANIZATION
Pimpinan,I-ORGANIZATION
Pusat,I-ORGANIZATION
PPP,L-ORGANIZATION
lainnya,O
yang,O
mendatangi,O
rumah,O
dinas,O
Gubernur,O
DKI,B-LOCATION
Jakarta,L-LOCATION
tersebut,O
",",O
menyatakan,O
tujuan,O
kedatangannya,O
tersebut,O
untuk,O
menyampaikan,O
hasil,O
Muktamar,O
VIII,O
PPP,U-ORGANIZATION
di,O
Surabaya,U-LOCATION
",",O
pada,O
Jumat,U-TIME
kemarin,O
.,O
Menurut,O
dia,O
",",O
hasil,O
Muktamar,O
menyatakan,O
PPP,U-ORGANIZATION
siap,O
untuk,O
mendukung,O
pemerintahan,O
Jokowi,O
-,O
JK,O
untuk,O
periode,O
2014,B-TIME
-,I-TIME
2019,L-TIME
.,O
"\""",O
Ya,O
nanti,O
kita,O
lihat,O
",",O
karena,O
kita,O
akan,O
sampaikan,O
dukungan,O
ke,O
beliau,O
.,O
Yang,O
didukung,O
mau,O
atau,O
tidak,O
",",O
nanti,O
akan,O
ditanya,O
",",O
"\""",O
kata,O
Romahurmuziy,U-PERSON
.,O
Romahurmuziy,U-PERSON
juga,O
membantah,O
isu,O
yang,O
mengatakan,O
dua,O
kader,O
PPP,U-ORGANIZATION
yang,O
akan,O
masuk,O
dalam,O
kabinet,O
Jokowi,O
-,O
JK,O
.,O
"\""",O
Belum,O
sampai,O
sana,O
.,O
Nanti,O
kita,O
bicara,O
lagi,O
setelah,O
ini,O
",",O
"\""",O
ujarnya,O
.,O
Artis,O
Angel,B-PERSON
Lelga,L-PERSON
akan,O
mendapat,O
tugas,O
khusus,O
dari,O
Partai,B-ORGANIZATION
Persatuan,I-ORGANIZATION
Pembangunan,L-ORGANIZATION
.,O
Mantan,O
istri,O
penyanyi,O
dangdut,O
Rhoma,B-PERSON
Irama,L-PERSON
itu,O
mendapat,O
nomor,O
urut,O
1,O
di,O
daerah,O
pemilihan,O
Jawa,B-LOCATION
Tengah,L-LOCATION
V,O
dan,O
diharapkan,O
menjadi,O
vote,O
getter,O
di,O
wilayah,O
bukan,O
basis,O
perolehan,O
suara,O
PPP,U-ORGANIZATION
tersebut,O
.,O
Ketua,O
Badan,B-ORGANIZATION
Pemenangan,I-ORGANIZATION
Pemilu,I-ORGANIZATION
PPP,L-ORGANIZATION
Fernita,B-PERSON
Darwis,L-PERSON
mengatakan,O
",",O
PPP,U-ORGANIZATION
berharap,O
agar,O
pencalonan,O
Angel,B-PERSON
Lelga,L-PERSON
dapat,O
mendulang,O
banyak,O
suara,O
di,O
dapil,O
yang,O
meliputi,O
wilayah,O
Kabupaten,B-LOCATION
Boyolali,L-LOCATION
",",O
Kabupaten,B-LOCATION
Klaten,L-LOCATION
",",O
Kabupaten,B-LOCATION
Sukoharjo,L-LOCATION
",",O
dan,O
Kota,B-LOCATION
Surakarta,L-LOCATION
itu,O
.,O
"\""",O
Jawa,B-LOCATION
Tengah,L-LOCATION
V,O
itu,O
daerah,O
merah,O
",",O
bukan,O
basis,O
PPP,U-ORGANIZATION
.,O
Kami,O
berharap,O
dia,O
bisa,O
mendapatkan,O
kursi,O
buat,O
PPP,U-ORGANIZATION
",",O
"\""",O
kata,O
Fernita,U-PERSON
seusai,O
menyerahkan,O
berkas,O
bakal,O
caleg,O
PPP,U-ORGANIZATION
yang,O
telah,O
diperbaiki,O
di,O
Kantor,B-LOCATION
Komisi,I-LOCATION
Pemilihan,I-LOCATION
Umum,I-LOCATION
(,I-LOCATION
KPU,I-LOCATION
),L-LOCATION
",",O
Menteng,U-LOCATION
",",O
Jakarta,B-LOCATION
Pusat,L-LOCATION
",",O
Rabu,B-TIME
(,I-TIME
22,I-TIME
/,I-TIME
5,I-TIME
/,I-TIME
2013,I-TIME
),L-TIME
.,O
Angel,B-PERSON
Lelga,L-PERSON
merupakan,O
satu,O
dari,O
enam,O
artis,O
yang,O
diusung,O
oleh,O
PPP,U-ORGANIZATION
untuk,O
dapat,O
menjadi,O
pendulang,O
suara,O
.,O
Artis,O
lain,O
yang,O
diusung,O
PPP,U-ORGANIZATION
adalah,O
Mat,B-PERSON
Solar,L-PERSON
",",O
Syarif,B-PERSON
Kasim,L-PERSON
",",O
Rahman,B-PERSON
Yakub,L-PERSON
",",O
Ratih,B-PERSON
Sanggarwati,L-PERSON
",",O
dan,O
Okky,B-PERSON
Asokawati,L-PERSON
.,O
Fernita,U-PERSON
mengatakan,O
",",O
ada,O
sebuah,O
alasan,O
sehingga,O
PPP,U-ORGANIZATION
mengusung,O
Angel,B-PERSON
Lelga,L-PERSON
sebagai,O
bakal,O
caleg,O
.,O
"\""",O
Ditanya,O
Pak,O
Ketua,O
Umum,O
(,O
Suryadharma,B-PERSON
Ali,L-PERSON
),O
",",O
alasannya,O
katanya,O
dia,O
ingin,O
terus,O
dekat,O
dengan,O
Islam,O
",",O
"\""",O
ujar,O
Fernita,U-PERSON
.,O
Fernita,U-PERSON
percaya,O
bahwa,O
Angel,U-PERSON
memiliki,O
kompetensi,O
yang,O
cukup,O
dalam,O
bidang,O
politik,O
karena,O
ia,O
dapat,O
cepat,O
belajar,O
soal,O
politik,O
.,O
Menurut,O
Fernita,U-PERSON
",",O
Angel,U-PERSON
suka,O
membaca,O
buku,O
dan,O
banyak,O
bertanya,O
tentang,O
persoalan,O
politik,O
.,O
Presiden,O
Soesilo,B-PERSON
Bambang,I-PERSON
Yudhoyono,L-PERSON
menyatakan,O
kekecewaannya,O
atas,O
sikap,O
sejumlah,O
partai,O
koalisinya,O
yang,O
tidak,O
mentaati,O
kesepakatan,O
yang,O
pernah,O
ditekennya,O
.,O
Karenanya,O
",",O
ia,O
meminta,O
partai,O
anggota,O
koalisi,O
mentaati,O
kesepakatan,O
yang,O
telah,O
disetujui,O
bersama,O
sejak,O
awal,O
itu,O
jika,O
masih,O
ingin,O
bersama-sama,O
dalam,O
koalisi,O
.,O
"\""",O
Jika,O
ada,O
partai,O
politik,O
yang,O
tidak,O
lagi,O
bersedia,O
mematuhi,O
kesepakatan,O
yang,O
sudah,O
dibuatnya,O
",",O
tentu,O
partai,O
politik,O
seperti,O
itu,O
bisa,O
tidak,O
bisa,O
bersama-sama,O
lagi,O
di,O
dalam,O
koalisi,O
",",O
"\""",O
katanya,O
dalam,O
pidato,O
yang,O
disampaikan,O
usai,O
menggelar,O
sidang,O
kabinet,O
di,O
istana,B-LOCATION
negara,L-LOCATION
",",O
Selasa,B-TIME
(,I-TIME
1,I-TIME
/,I-TIME
3,I-TIME
),L-TIME
.,O
Menurut,O
Yudhoyono,U-PERSON
",",O
11,U-QUANTITY
kesepakatan,O
partai,O
itu,O
pernah,O
diteken,O
secara,O
tertulis,O
saat,O
koalisi,O
dibangun,O
.,O
"\""",O
Nota,O
kesepakatan,O
itu,O
ditandatangani,O
oleh,O
pimpinan,O
partai,O
politik,O
",",O
"\""",O
kata,O
Yudhoyono,U-PERSON
.,O
Partai-partai,O
yang,O
ikut,O
menandatangani,O
kesepakatan,O
itu,O
adalah,O
Golkar,U-ORGANIZATION
",",O
PKS,U-ORGANIZATION
",",O
PAN,U-ORGANIZATION
",",O
PPP,U-ORGANIZATION
",",O
PKB,U-ORGANIZATION
",",O
dan,O
Demokrat,U-ORGANIZATION
.,O
"\""",O
Kesepakatan,O
itu,O
menjadi,O
rujukan,O
saya,O
dalam,O
merespon,O
perkembangan,O
politik,O
akhir-akhir,O
ini,O
.,O
"\""",O
Kesepakatan,O
itu,O
berupa,O
dukungan,O
suksesnya,O
pemerintahan,O
SBY,O
-,O
Boediono,O
2009,B-TIME
-,I-TIME
2014,L-TIME
di,O
bidang,O
eksekutif,O
dan,O
legislatif,O
.,O
"\""",O
Ini,O
tertulis,O
",",O
bukan,O
hanya,O
tersirat,O
",",O
"\""",O
ujarnya,O
.,O
Presiden,O
menyatakan,O
telah,O
melakukan,O
evaluasi,O
mendalam,O
terhadap,O
kesepakatan,O
yang,O
berisi,O
11,B-QUANTITY
butir,L-QUANTITY
itu,O
.,O
Ia,O
menilai,O
ada,O
isi,O
kesepakatan,O
yang,O
tidak,O
ditaati,O
oleh,O
satu-dua,O
partai,O
politik,O
.,O
Ketua,O
Fraksi,B-ORGANIZATION
PKB,L-ORGANIZATION
Marwan,B-PERSON
Jafar,L-PERSON
mengatakan,O
adanya,O
peluang,O
politik,O
uang,O
sebagai,O
jalan,O
pintas,O
bagi,O
calon,O
legislatif,O
(,O
caleg,O
),O
untuk,O
menjadi,O
anggota,O
DPR,U-ORGANIZATION
.,O
Ia,O
menuturkan,O
adanya,O
praktik,O
tersebut,O
membuat,O
kaderisasi,O
di,O
partai,O
politik,O
menjadi,O
mandeg,O
.,O
"\""",O
Yang,O
punya,O
duit,O
yang,O
menang,O
.,O
Kaderisasi,O
parpol,O
menjadi,O
lemah,O
dan,O
mandek,O
.,O
Orang,O
yang,O
menang,O
",",O
nyawer,O
",",O
itu,O
yang,O
terjadi,O
",",O
kader,O
inti,O
",",O
berjuang,O
",",O
tidak,O
terpilih,O
karena,O
tidak,O
punya,O
uang,O
",",O
"\""",O
kata,O
Marwan,U-PERSON
di,O
Gedung,B-LOCATION
DPR,L-LOCATION
",",O
Jakarta,U-LOCATION
",",O
Selasa,B-TIME
(,I-TIME
1,I-TIME
/,I-TIME
10,I-TIME
/,I-TIME
2013,I-TIME
),L-TIME
.,O
Menurut,O
Marwan,U-PERSON
",",O
persoalan,O
politik,O
uang,O
sangat,O
serius,O
.,O
Hal,O
ini,O
",",O
kata,O
Marwan,U-PERSON
",",O
harus,O
segera,O
diakhiri,O
demi,O
terciptanya,O
demokrasi,O
yang,O
bersih,O
",",O
jujur,O
dan,O
adil,O
.,O
"\""",O
Fraksi,B-ORGANIZATION
PKB,L-ORGANIZATION
mengajak,O
sekaligus,O
mendorong,O
semua,O
elemen,O
bangsa,O
untuk,O
melakukan,O
gerakan,O
nasional,O
menuju,O
Pileg,O
dan,O
Pilpres,O
2014,U-TIME
yang,O
bersih,O
",",O
jujur,O
",",O
adil,O
",",O
bermartabat,O
dan,O
bebas,O
dari,O
kecurangan,O
",",O
"\""",O
katanya,O
.,O
Ia,O
mengatakan,O
pihaknya,O
pun,O
sangat,O
mendukung,O
penuh,O
aturan,O
KPU,U-ORGANIZATION
yang,O
menyatakan,O
jika,O
partai,O
politik,O
wajib,O
melaporkan,O
dana,O
kampanye,O
.,O
"\""",O
PKB,U-ORGANIZATION
sangat,O
setuju,O
adanya,O
PKPU,O
No,O
17,O
Tahun,O
2013,O
tentang,O
Pelaporan,O
Dana,O
Kampanye,O
untuk,O
menghindari,O
politik,O
transaksional,O
serta,O
mencegah,O
masuknya,O
dana,O
-,O
dana,O
yang,O
tidak,O
jelas,O
asal,O
muasalnya,O
",",O
"\""",O
ujarnya,O
.,O
Wakil,O
Ketua,O
Umum,O
Partai,B-ORGANIZATION
Golkar,L-ORGANIZATION
Agung,B-PERSON
Laksono,L-PERSON
tak,O
melihat,O
sesuatu,O
yang,O
luar,O
biasa,O
terkait,O
penjajakan,O
koalisi,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
dan,O
PDI,B-ORGANIZATION
Perjuangan,L-ORGANIZATION
",",O
yang,O
selama,O
ini,O
dikenal,O
berseberangan,O
.,O
Ia,O
mengatakan,O
",",O
jika,O
berkaca,O
pada,O
platform,O
kedua,O
partai,O
",",O
bukan,O
hal,O
yang,O
istimewa,O
jika,O
keduanya,O
berkoalisi,O
.,O
"\""",O
Kalau,O
melihat,O
dari,O
platform,O
politik,O
masing-masing,O
partai,O
",",O
intinya,O
bukan,O
sesuatu,O
hal,O
yang,O
mengejutkan,O
.,O
Platform,O
Demokrat,U-ORGANIZATION
dan,O
PDI-P,U-ORGANIZATION
sebenarnya,O
tidak,O
banyak,O
perbedaan,O
mendasar,O
.,O
Nasionalis,O
kebangsaan,O
",",O
"\""",O
ujar,O
Agung,U-PERSON
",",O
Senin,B-TIME
(,I-TIME
11,I-TIME
/,I-TIME
5,I-TIME
),L-TIME
di,O
Gedung,B-LOCATION
DPR,L-LOCATION
",",O
Jakarta,U-LOCATION
.,O
Jika,O
kedua,O
partai,O
memutuskan,O
berkoalisi,O
",",O
Agung,U-PERSON
justru,O
melihatnya,O
sebagai,O
hal,O
yang,O
positif,O
.,O
Golkar,U-ORGANIZATION
merasa,O
dikhianati,O
PDI,B-ORGANIZATION
Perjuangan,L-ORGANIZATION
yang,O
semula,O
bersama,O
di,O
koalisi,O
besar,O
?,O
"\""",O
Memang,O
sebelumnya,O
ada,O
dalam,O
koalisi,O
besar,O
.,O
Kita,O
belum,O
tahu,O
apakah,O
koalisi,O
itu,O
berlaku,O
pada,O
periodenya,O
.,O
Saya,O
kira,O
harus,O
sama-sama,O
diakui,O
bahwa,O
di,O
dalam,O
politik,O
banyak,O
perubahan,O
karena,O
adanya,O
kepentingan,O
",",O
"\""",O
kata,O
Ketua,O
DPR,U-ORGANIZATION
ini,O
.,O
Mantan,O
Ketua,O
Mahkamah,B-ORGANIZATION
Konstitusi,L-ORGANIZATION
Mahfud,B-PERSON
Md,I-PERSON
.,L-PERSON
bersikukuh,O
maju,O
sebagai,O
calon,O
presiden,O
pada,O
Pemilu,O
2014,O
melalui,O
Partai,B-ORGANIZATION
Kebangkitan,I-ORGANIZATION
Bangsa,I-ORGANIZATION
(,I-ORGANIZATION
PKB,I-ORGANIZATION
),L-ORGANIZATION
.,O
Dia,O
juga,O
menegaskan,O
partai,O
politik,O
yang,O
diketuai,O
Muhamin,B-PERSON
Iskandar,L-PERSON
itu,O
tidak,O
meninggalkannya,O
meski,O
telah,O
muncul,O
nama-nama,O
kandidat,O
lainnya,O
.,O
"\""",O
Enggak,O
(,O
ditinggalkan,O
),O
juga,O
.,O
PKB,U-ORGANIZATION
kan,O
mengumumkan,O
tiga,O
calon,O
presidennya,O
.,O
Saya,O
masih,O
optimistis,O
maju,O
",",O
"\""",O
katanya,O
setelah,O
menghadiri,O
Hari,O
Ulang,O
Tahun,O
Gerakan,O
Pemuda,O
Ansor,O
ke,O
-,O
80,O
di,O
Wisma,B-LOCATION
Haji,I-LOCATION
Kota,I-LOCATION
Madiun,L-LOCATION
",",O
Jawa,B-LOCATION
Timur,L-LOCATION
",",O
Senin,B-TIME
",",I-TIME
3,I-TIME
Februari,I-TIME
2014,L-TIME
.,O
Tiga,O
nama,O
kandidat,O
capres,O
dari,O
PKB,U-ORGANIZATION
adalah,O
Mahfud,B-PERSON
Md,I-PERSON
.,L-PERSON
",",O
Jusuf,B-PERSON
Kalla,L-PERSON
",",O
dan,O
Rhoma,B-PERSON
Irama,L-PERSON
.,O
Menurut,O
Mahfud,U-PERSON
",",O
kemunculan,O
banyak,O
nama,O
tersebut,O
merupakan,O
proses,O
demokrasi,O
yang,O
baik,O
.,O
Bahkan,O
",",O
ujar,O
dia,O
",",O
bila,O
perlu,O
",",O
kandidat,O
capres,O
baru,O
segera,O
dimunculkan,O
oleh,O
PKB,U-ORGANIZATION
.,O
"\""",O
Kalau,O
hanya,O
satu,O
calon,O
",",O
nanti,O
PKB,O
-nya,O
kecil,O
.,O
Demokrasi,O
harus,O
diatur,O
seperti,O
itu,O
",",O
"\""",O
katanya,O
.,O
Konsekuensi,O
dari,O
hal,O
tersebut,O
",",O
kata,O
Mahfud,U-PERSON
",",O
adalah,O
mulai,O
bermunculan,O
aksi,O
dukung,O
-,O
mendukung,O
kandidat,O
capres,O
oleh,O
pengurus,O
PKB,U-ORGANIZATION
di,O
daerah,O
.,O
Meski,O
demikian,O
",",O
ia,O
menegaskan,O
dukungan,O
tersebut,O
belum,O
menjadi,O
penentu,O
siapa,O
kandidat,O
yang,O
bakal,O
lolos,O
jadi,O
capres,O
dari,O
PKB,O
.,O
Sebab,O
",",O
finalnya,O
masih,O
menunggu,O
hasil,O
musyawarah,O
kerja,O
nasional,O
partai,O
.,O
Tentang,O
kemungkinan,O
dia,O
maju,O
menjadi,O
capres,O
dari,O
partai,O
lain,O
",",O
Mahfud,U-PERSON
menyatakan,O
tidak,O
akan,O
meninggalkan,O
PKB,U-ORGANIZATION
.,O
"\""",O
Saya,O
kan,O
orang,O
PKB,U-ORGANIZATION
",",O
malu,O
kalau,O
pindah,O
ke,O
partai,O
lain,O
",",O
"\""",O
ujarnya,O
sembari,O
menyatakan,O
pernah,O
menolak,O
tawaran,O
mengikuti,O
konvensi,O
capres,O
dari,O
Partai,B-ORGANIZATION
Demokrat,L-ORGANIZATION
.,O
Menurut,O
Mahfud,U-PERSON
",",O
selama,O
ini,O
dia,O
juga,O
terus,O
berkomunikasi,O
dengan,O
Ketua,O
Umum,O
Muhaimin,B-PERSON
Iskandar,L-PERSON
.,O
"\""",O
Ini,O
kan,O
politik,O
",",O
ada,O
yang,O
dibicarakan,O
di,O
publik,O
dan,O
ada,O
yang,O
dibicarakan,O
di,O
meja,O
",",O
kan,O
gitu,O
.,O
Jadi,O
tidak,O
usah,O
khawatir,O
soal,O
seperti,O
ini,O
",",O
"\""",O
katanya,O
.,O
Sebelum,O
mendatangi,O
acara,O
Hari,O
Ulang,O
Tahun,O
GP,O
Ansor,O
ke,O
-,O
80,O
",",O
Mahfud,B-PERSON
Md,I-PERSON
.,L-PERSON
terlebih,O
dulu,O
transit,O
di,O
pendapa,B-LOCATION
Pemerintah,I-LOCATION
Kabupaten,I-LOCATION
Madiun,L-LOCATION
.,O
Di,O
sana,O
",",O
ia,O
menemui,O
Bupati,B-PERSON
Muhtarom,L-PERSON
.,O
Kedatangan,O
Mahfud,U-PERSON
juga,O
dalam,O
rangka,O
menjadi,O
narasumber,O
seminar,O
bertajuk,O
"\""",O
Penegakan,O
Hukum,O
dan,O
Reformasi,O
Konstitusi,O
di,O
Indonesia,O
"\""",O
yang,O
digelar,O
di,O
kampus,B-LOCATION
Institut,I-LOCATION
Agama,I-LOCATION
Islam,I-LOCATION
Sunan,I-LOCATION
Giri,I-LOCATION
",",I-LOCATION
Ponorogo,L-LOCATION
.,O
Anggota,O
DPD,B-ORGANIZATION
RI,L-ORGANIZATION
Djan,B-PERSON
Faridz,L-PERSON
dipercaya,O
oleh,O
Presiden,B-PERSON
SBY,L-PERSON
menjadi,O
menteri,O
perumahan,O
rakyat,O
(,O
Menpera,O
),O
yang,O
baru,O
menggantikan,O
Suharso,B-PERSON
Monoarfa,L-PERSON
.,O
Djan,B-PERSON
Faridz,L-PERSON
yang,O
rencananya,O
akan,O
maju,O
mencalonkan,O
diri,O
sebagai,O
gubernur,O
DKI,B-LOCATION
Jakarta,L-LOCATION
ini,O
mengaku,O
telah,O
mengeluarkan,O
dana,O
sekitar,O
Rp,B-QUANTITY
20,I-QUANTITY
juta,L-QUANTITY
untuk,O
promosi,O
jadi,O
calon,O
gubernur,O
.,O
Namun,O
setelah,O
ditunjuk,O
jadi,O
menteri,O
",",O
Djan,B-PERSON
Faridz,L-PERSON
memilih,O
mundur,O
menjadi,O
calon,O
gubernur,O
DKI,U-LOCATION
.,O
"\""",O
Jadi,O
dikasih,O
(,O
tugas,O
),O
yang,O
lain,O
.,O
Yah,O
gak,O
jadi,O
(,O
Cagub,O
DKI,O
),O
",",O
dapat,O
tugas,O
yang,O
lebih,O
berat,O
",",O
"\""",O
katanya,O
di,O
kantor,B-LOCATION
Presiden,I-LOCATION
Jakarta,L-LOCATION
",",O
Senin,B-TIME
(,I-TIME
17,I-TIME
/,I-TIME
10,I-TIME
/,I-TIME
2011,I-TIME
),L-TIME
.,O
Djan,B-PERSON
Farid,L-PERSON
mengaku,O
ditelepon,O
Mensesneg,O
Sudi,B-PERSON
Silalahi,L-PERSON
semalam,O
ketika,O
sedang,O
menonton,O
televisi,O
.,O
"\""",O
Saya,O
ditugaskan,O
untuk,O
berupaya,O
lebih,O
baik,O
dari,O
sebelumnya,O
dan,O
bekerja,O
dengan,O
baik,O
",",O
"\""",O
ujarnya,O
.,O
Anggota,O
Fraksi,O
PDI,B-ORGANIZATION
Perjuangan,L-ORGANIZATION
TB,B-PERSON
Hasanuddin,L-PERSON
mengingatkan,O
",",O
agar,O
seluruh,O
kader,O
PDI-P,U-ORGANIZATION
mendukung,O
keputusan,O
Presiden,O
Joko,B-PERSON
Widodo,L-PERSON
terkait,O
pergantian,O
kepala,O
Polri,U-ORGANIZATION
.,O
Jokowi,U-PERSON
memutuskan,O
batal,O
melantik,O
Komjen,O
Budi,B-PERSON
Gunawan,L-PERSON
yang,O
sudah,O
mendapat,O
persetujuan,O
DPR,U-ORGANIZATION
untuk,O
menjadi,O
Kapolri,O
.,O
Jokowi,U-PERSON
mengusulkan,O
nama,O
baru,O
",",O
yakni,O
Komjen,O
Pol,O
Badrodin,B-PERSON
Haiti,L-PERSON
yang,O
kini,O
menjabat,O
Wakil,O
Kepala,O
Polri,O
.,O
"\""",O
Keputusan,O
Presiden,O
Jokowi,U-PERSON
yang,O
mengajukan,O
kembali,O
calon,O
Kapolri,O
seharusnya,O
didukung,O
oleh,O
kader,O
PDI,B-ORGANIZATION
-,I-ORGANIZATION
P.,O
Saya,O
akan,O
tetap,O
mendukung,O
penuh,O
keputusan,O
Presiden,O
Jokowi,O
tersebut,O
",",O
dengan,O
segala,O
risikonya,O
",",O
"\""",O
kata,O
Hasanuddin,O
dalam,O
keterangan,O
yang,O
diterima,O
media,O
",",O
Jumat,O
(,O
20,O
/,O
2,O
/,O
2015,O
),O
.,O
Menurut,O
anggota,O
Komisi,O
I,O
itu,O
",",O
Ketua,O
Umum,O
PDI,B-ORGANIZATION
Perjuangan,L-ORGANIZATION
Megawati,B-PERSON
Soekarnoputri,L-PERSON
sebelumnya,O
telah,O
memerintahkan,O
kepada,O
semua,O
kader,O
agar,O
mendukung,O
kebijakan,O
Jokowi,U-PERSON
.,O
Sebagai,O
kader,O
yang,O
loyal,O
",",O
sudah,O
seharusnya,O
mengikuti,O
arahan,O
dari,O
Ketum,O
.,O
"\""",O
Apapun,O
yang,O
diputuskan,O
oleh,O
Presiden,O
Joko,B-PERSON
Widodo,L-PERSON
harus,O
didukung,O
penuh,O
dengan,O
iklas,O
dan,O
bertanggung,O
jawab,O
oleh,O
semua,O
kader,O
",",O
"\""",O
ujarnya,O
.,O
Sebelumnya,O
",",O
para,O
politisi,O
PDI-P,U-ORGANIZATION
mendesak,O
agar,O
Budi,B-PERSON
Gunawan,L-PERSON
tetap,O
dilantik,O
.,O
Desakan,O
itu,O
disampaikan,O
sejak,O
Budi,U-PERSON
ditetapkan,O
sebagai,O
tersangka,O
oleh,O
KPK,U-PERSON
hingga,O
adanya,O
putusan,O
praperadilan,O
